DATASET PER RESOLUTION,MODEL,SRCC,KRCC,PLCC,RMSE
KONVID_1K_testOn_YOUTUBE_UGC_ALL,NSS_CNN,0.5948764116755858,0.42309814238070564,0.6012682914864174,0.5495053702141521
